rating,comment
bintang 5,"barang sudah sampe sesuai pesanan, dicoba suaranya joos makasih gan"
bintang 5,"untuk harga segini,sangat worth it,suara lumayan bagus,bassnya kerasa.mantabss"
bintang 5,headaetnya mantappp 🤩
bintang 3,yang sebelah kiri rusak tapi gpp karna baru saya buka setelah 1 minggu
bintang 5,Bagus
bintang 5,"Silakan Belanja di toko ini , Semuanya ok"
bintang 5,"Barang sesuai dengan pesanan,"
bintang 5,mantap
bintang 5,packing rapi biarpun terlalu tipis.overall good stuff
bintang 3,BARANG RUSAK 1
bintang 5,Alhamdulillah mantappp cuma kurang dikitttt dri Bass ny ajhh Untuk keseluruhan Yesss ✨✨✨
bintang 4,Belum dicoba.... smg berfungsi.....
bintang 5,sampai ke kantor saya
bintang 5,"Sesuai pesanan, sesuai harga"
bintang 5,bagus dan keren suaranya untu main ml ga pecah
bintang 4,"untuk packingnya rapi, cuma yang bikin agak kecewa itu ada yang overheat sebelah, jadi gak nyaman buat dipake 2 2 nya :("
bintang 4,"seller fastrespon barang sesuai harga , suara belum di coba, mati sebelah tidak bisa di cas ya sudahlah. kurir amanah sopan"
bintang 5,"bagus, berfungsi dengan baik"
bintang 5,bagus berfungsi dengan baik dan normal
bintang 4,"beli dua pasang, yg satu normal, yg satunya mati sebelah"
bintang 4,Barang berfungsi semua malesnya dapet yang usb
bintang 4,"sesuai harga ,charger susah masuk gak pas lubang,"
bintang 5,nice!
bintang 4,Sesuai harga lah ya... sudah nyala dua2 nya ya syukur
bintang 5,ok..barang dah saya trima dengan aman dan sesuai pesanan..mksh buat tokonya..🙏
bintang 5,bagus dan aman semoga awet
bintang 5,"Barang udah nyampe, dicoba tadi bagus dan suaranya enak. moga aja nanti tahan lama"
bintang 3,"cepet lowbet, kualitas sesuai hargalah"
bintang 1,headset nya berfungsi sebelah saja☹️
bintang 5,"isi lengkap dalam kardus ada kabel cas + buds cadangan. suara headset bagus, pengiriman cepat"
bintang 5,keren bgt si harga murah berfungsi
bintang 4,berfungsi dengan baik
bintang 5,"seller mantap, kiriman satset"
bintang 5,"barang nya udah Dateng, walaupun dus nya agak penyok tapi GPP barang nya aman penyok dikit gk ngaruh"
bintang 5,"harga terjangkau, seller responsif"
bintang 5,kualitas sesuai harga 👍👍
bintang 5,murah tapi tidak murahan... mantap
bintang 5,barang bagus cuyy
bintang 5,"Packing rapih, sesuai pesanan, berfungsi dengan baik"
bintang 5,barang bagus
bintang 5,seller nya sat set sekali kurrir lngsng on point the best
bintang 5,good
bintang 4,Bagus
bintang 5,"dapet harga promo, kualitas suara bagus, model plug, isolasi suara jadi lebih baik"
bintang 5,baguss untuk harga segitu.. seler nya jg ramah
bintang 5,yang datang modelnya beda.. tapi berfungsi dengan baik
bintang 5,Barang sampai sesuai pesanan dan berfungsi dengan baik. packing agak kurang aman.. But overall good
bintang 2,cuman 1 yg hidup
bintang 3,ga seusai gambar
bintang 5,suaranya bagus. harganyanjuga bersahabat
bintang 4,TWS berfungsi dengan baik dan sesuai dengan harganya
bintang 5,kualitas produk oke bgt kemasan paket rapih dan pengiriman barang cepat terimakasih Tokopedia kualitas produk ok bgt kemasan paket rapih dan pengiriman cepat
bintang 5,packingnya agak berbahaya karena kardus kemasan penyok penyok saat dibuka. tapi barangnya bagus dan semoga awet
bintang 5,nntap
bintang 5,luar biasa
bintang 5,"NotBad lah ya dengan harga sigitu ,mayan awet untuk batre headset nyaa ,"
bintang 5,"Bagus headsetnya, tapi baunya ketauan bgt bau murahan"
bintang 5,ok
bintang 5,"wajarlah sesuai dg harga, barang dikemas rapi dan cepat dikirim"
bintang 5,"awalnya headset kanan tidak mau hidup, tp akhirnya bisa ... suara lumayan bagus"
bintang 5,good sesuai deskripsi. both headset berfungsi kualitas sesuai harga semoga awet
bintang 5,terimakasih mantap sekali..nanti aku order kembali
bintang 1,"penyakitan, baru sehari make jadi berubah cuma bisa nyala sebentar doang langsung mati lagi headset nya, kocak"
bintang 4,suara sama kualitas sih enak tapi masa temen gw yang beli m90 biasa dan gw yang m90 pro bisa 1 koneksi anying 🥲
bintang 5,barang bagus
bintang 5,ok
bintang 5,"Lega karena packing nya rapi dan barangnya tidak rusak dan aman, worth it sih dengan harga segitu"
bintang 3,"untuk barangnya selamat sampai tujuan, tapi untuk volumenya besar sebelah, walaupun bisa di atur di hp, tolong kualitasnya di jaga, semoga awat barangnya"
bintang 5,"tutor cara pakenya dong kak, kok yg hidup cuma 1 aja punya saya"
bintang 4,Barang sesuai pesanan thx kak..
bintang 5,"Barang bagus, cepat sampai, recommended!"
bintang 5,"barang mantep parah, suaranya keras walau volume kecil"
bintang 5,"Packing standar, kualitas sesuai harga, barangnya bisa nyala"
bintang 5,Packingnya aman dan nyampenya cepet. Thank you min 🙏🙏
bintang 5,semua fitur berfungsi dengan baik
bintang 5,barang sampai dengan bagus dan tidak cacat
bintang 5,ok sesuai pesanan semoga awet yaa
bintang 5,Lumayan lah buat harga segini udah dapet tws yang suaranya enak di telinga
bintang 5,tws berfungsi dengan baik tidak ada kendala.mantap
bintang 4,"Dusnya saat sampai penyok dan twsnya sebelah kanan tidak bisa ditap/click, hanya sebelah kirinya saja."
bintang 4,harga + respon x quality barang = 4 jempolll
bintang 5,"Barangnya dateng cukup lama tapi its okelah. Packingnya rapi dan aman. Walaupun kualitas suaranya kurang mantap, tapi untuk sekelas harga segini sudah termasuk bagus. Rek..."
bintang 4,Joss. tp kadang konek sebelah doang. hahaha
bintang 5,barang sesuai dengan pesanan
bintang 5,kualitas sesuai harga aja
bintang 5,berfungsi dengan baik
bintang 5,ternyata datangnya lebih cepat dari pada dugaan packingnya bagus tapi belum di coba terimakasih untuk selernya dan kurir nya mantap dah
bintang 5,mantap
bintang 5,bagus berfungsi dg baik
bintang 3,"udah bayar lebih proteksi tpi packing sangat tipis tidak aman, bahkan kardus kemasan penyok -barang sesuai dengan harga -pengiriman cepat sehari sampai -terima kasih"
bintang 4,mantap....
bintang 5,"terimakasih pesanannya sdh sampe, sama seperti di gambar, semoga makin sukses"
bintang 5,pembelian ke 2 dtoko yg sama.rekomendet bgt
bintang 5,semua fitur berfungsi dengan baik bass goks bet paten dah
bintang 5,"suara nya bagus , cocok untuk anggota dpr kita yang ***** kuping nya gabisa denger suara rakyat. untuk ketahanan batre belom tau"
bintang 5,bagus untuk sekelas harganya
bintang 5,"Pesanan telah diterima dengan baik, sesuai dengan jadwal waktu diterima dan orderan"
bintang 5,Barang oke
bintang 5,kualitas barang oke pengiriman barang oke senang belanja di tokopedia
bintang 3,"barang sudah terima dengan baik ,di tes berfungsi dgn baik ,tapi sayang pas di pakai untuk headset nya batrainya ga tahan lama tidak sampai 10 ment batrainya sudah habis..."
bintang 1,barang rusak gak bisa di pakai
bintang 5,Bagus sekali tidak ada yang rusak
bintang 5,mAAF BARU ULAS BARANG BAGUS SELLER CEPAT KURIR RAMAH
bintang 5,sesuai deskripsi
bintang 5,paket sudah sampai..sesuai dengan pesanan smoga awet..terima kasih
bintang 5,ok
bintang 1,barang nyampe.. tapi hanya box nya doank. nggak amanah ini toko.. menyesal belanja di sini
bintang 1,"jelek banget asem, ngga berfungsi"
bintang 2,"pemakaian ga smpai 1bulan sudah mati,,"
bintang 5,respon seller cpt.packing aman.berfungsi dg baik.rhx
bintang 5,respon penjual cepat. best seller
bintang 4,suaranya cempreng tapi buat harga segitu ya sesuai
bintang 5,"Bagus sesuai harga, Barang berfungsi dan proses cepat"
bintang 3,baterainya cepat habis
bintang 5,"Pesanan telah diterima dengan baik, sesuai dengan jadwal waktu diterima dan orderan"
bintang 5,barang sesuai pict...pengiriman cepat....semoga awet
bintang 5,baru di coba semoga awet
bintang 5,"berfungsi dengan baik,, suara bass nya kurang nendang, semoga awet boz ku,, trima kasih 🙏"
bintang 5,barang bagus....dan berfungsi ...no..kaleng-kaleng...
bintang 1,"Barang sebenarnya bagus sesuai harga, tpi yg sebelah nya tidak bisa terhubung ke Bluetooth dan ditanyakan ke seller malah respon yg tidak menyenangkan padahal niat ngasih..."
bintang 5,barang mendarat dengan aman dan untuk harga segitu sangat baguss..
bintang 5,ok mantap 👍 saking mantap nya dipinjam kawan ga balik Kawan ga da akhlak 😂
bintang 5,"udh sampai dan aman "" suaranya juga sdh enk. saat buka nggak nyangka besar juga barangnya 😅"
bintang 4,"suara kanan dan kiri ga seimbang, yg kanan agak lebih pelan suaranya."
bintang 4,"barangnya oke, kualitasnya sesuai"
bintang 5,"Barang nya sampe dgn selamat,,mantappp murah tp tidak murahan"
bintang 5,Oke lah harga segitu
bintang 5,"pengiriman cepat, gratis ongkir"
bintang 4,"cepat, aman sesuai"
bintang 5,mantap lah
bintang 5,mantap barang ok
bintang 5,"Kualitas suara lumayan bagus Untuk harga segitu, yg kurang kualitas charging case yg boros, dipakai 2x Untuk charging tws nya udah habis Dan tws nya sendiri cuma tahan 2..."
bintang 2,"ini nyalainnya kok ga. bisa , padahal 100 persen. mesti dipancing dulu dengan di charge sedetik.. gimana ini ??"
bintang 1,Brng telah diterima dan di charge full. tp battery nya dropnya cepat sekali pdhal tidak sedang dipakai. Kualitas kurang memuaskan.
bintang 5,mantap sesuai deskripsi..
bintang 4,versi yg ini tdk ada on off manualnya
bintang 1,ajg kaga bisa nyala sebelah kepencet batal komplain
bintang 5,oke
bintang 5,Keren sih🙏
bintang 5,mantap banget
bintang 4,"baru bbrp kali pakai, yg sblh kiri sdh error. mgkin krn itulah hrg nya murah."
bintang 5,barangnya berfungsi dengan baik👍
bintang 2,"bertahan nya cuman sebentar paling 1jam 15 udh lowbat, yang sebelah kiri gk sampai 100 cuman 70 aja"
bintang 3,lampunya (flashlight) tdk berfungsi (tdk menyala)
bintang 5,barang sesuai
bintang 5,mantep bos..
bintang 5,"barang datang sesuai deskripsi dan berfungsi dengan baik, pengiriman cepat sudah pembelian ke-2, yg sebelumnya bagus dan awet. top untuk produknya terima kasih seller, to..."
bintang 5,"mantap, barang nya bagus, packing nya aman dan rapih, pengiriman nya lumayan cepet,"
bintang 4,"Alhamdulillah barang oke,cuma awal ada kendala sedikit ga mau nyala tapi sekarang udah bisa,naterus buat alatnya tempatnya itu besinya agak mendem kedalem jadi harus di t..."
bintang 5,Sesuai harga
bintang 5,joss anjenggg mantul
bintang 4,"awal terima tidak balance tapi bisa bongkar sendiri ternyata driver geser Dari lubang, days baterai terbatas tapi sangat worthed dengan harga under 50k. kalau serius paka..."
bintang 5,Mantap
bintang 4,"Harga murah kualitas pun sebanding. Tidak berharap lebih, jk butuh tws sekadar denger suara ini cukup."
bintang 3,Sesuai Hargaaa
bintang 1,"dikirim barang ga bisa nyala,, udah hampir 24 jam di cas masih ga ada tanda2 kehidupan... makasih bro sis sukses selalu 🤣🤣🤣👍👍👍"
bintang 5,terima kasih
bintang 1,ga nyala 1... rusak..
bintang 5,sesuai harga
bintang 4,pengiriman nya lama
bintang 5,proses cepat dan aman
bintang 2,barang pecah
bintang 1,"earphone yg kanan bermasalah , baru di pakai sudah lowbat padahal posisi kalau di charge masih ada , dan kalaupun bisa hanya 1 menit setelah langsung low , suaranya pun g..."
bintang 5,"bagus, cepat nyampe pula"
bintang 4,produk sesuai berfungsi dengan baik terima kasih
bintang 5,barang berfungsi baik. seller OK.tks seller. kurir yg mengecewakan.
bintang 5,"Pembelian Ke-2, barang sama seperti dipesan, Normal, Thanks seler"
bintang 3,Kualitas suaranya kurang bagus
bintang 3,packing kurang rapi
bintang 5,mantap slur
bintang 3,"mati sebelah, sesuai harga sih. belum cek kualitas suara dsb ga apa sih."
bintang 5,sesuai harga
bintang 4,mantap suaranya
bintang 3,"bahan hitam doff, bukan bahan mengkilat aseperti di pic. ukuran standar di telinga."
bintang 5,packing rapi
bintang 5,mantabb
bintang 5,Proses cepat bgt n kualitas barang mantap sesuai dgn harganya.
bintang 5,mantap. sempurna untuk harga segini. gak nyesel
bintang 4,bagus sih tapi kadang suka gak masuk kalo di cas nya
bintang 1,barang yang di kirim tidak sesuai dengan apa yang ada di gambar
bintang 5,"recommended seller, cepat sampai,sesuai pesanan"
bintang 5,"Produk Ok, seler jg ok banget"
bintang 3,headset nya mati sblh 😢tidak dibtesh dlu apa PS di kirim
bintang 5,Barangnya Sudah Bagus g ad kurangnya paling cuman retak dikit 🤏
bintang 5,BRG dah SMP..bagus berfungsi baik..kurir dan saller amanah...rekomen dah beli di toko ini
bintang 1,mati sebelah gk ada suara nyala nyala doang lampunya.
bintang 5,Sesuai pesanan....headset sdh di coba normal ...proses dan pengiriman cepat...mantap gun
bintang 3,mati satu yang kanan. ngga bisa komplain karena tidak buat video unboxing. Resiko beli barang murah... kalau mau bagus tws harga 100.000 up
bintang 5,bagus barangnya semoga awet
bintang 1,headset nya sebelah lagi gak bisa terhubung ke bluetooth kecewa beli di tokoh ini untuk kalian yang mau beli disini gak usah lahh
bintang 5,lumayan lah
bintang 1,cuma nyala sebelah
bintang 5,barang ok seller ok
bintang 5,pengiriman n fungsi baik
bintang 4,"tokonya amanah, barang sampe dngan aman, sesuai gambar. untuk kwalitas sesuai harga.... mantap"
bintang 5,"barang sudah sampai, akan tetapi yg dikirim m36-1. alhamdulillah barang normal. bisa langsung dipdipakai."
bintang 2,saya pesen M36-3 malah dikirim yang M36-1
bintang 5,"barang sampai dengan aman meski boxnya sedikit penyok, tapi masih berfungsi dengan baik"
bintang 5,barang sesuai makasi ga kepoto dah dibawa anak ku
bintang 1,Barang yg aktif cuman 1 dan baterai cepet abis
bintang 3,kemasan penyok untuk suara sesuai harga pengiriman cepat
bintang 5,bagus rapi sampe² susah unboxingnya
bintang 5,susuai pesan...packing aman...harga terjangkau....belum sempat di coba..semoga bagus
bintang 5,"packingnya rapih, barang sampai dengan utuh"
bintang 5,barangnya bagus 👍
bintang 5,biar bintang yg berbicara
bintang 5,"Barang sudah di terima dengan baik & sesuai pesanan, packing aman rapih, pengiriman tepat waktu, recomended, terima kasih untuk semua."
bintang 5,sip
bintang 3,kurang ngebass
bintang 5,mantapp.. mf baru ksh ulasan mksh toped+ kurir🚴📦
bintang 5,Kualitas baik jika mengingat harga yang murah. Bisa dibilang salah satu pilihan TWS terbaik dengan budget tipis
bintang 5,"Pengiriman cepat, tiba tepat waktu. barang sesuai pesanan, terbungkus rapi"
bintang 5,respon cepat dan barang sesuai pesanan. baru di cas.. semoga awet dan berfungsi dengan baik.
bintang 5,blom di coba... semoga berfungsi dengan baik dan normal
bintang 3,"kualitas suara menurun dari versi pertama keluar ga ada bass nya alias cempreng, indikator level battery lepas,,"
bintang 3,yang kanan kenapa gak berfungsi ya
bintang 5,Lumayan.. cuma gak tau cara setting ke English
bintang 5,Mantap 👍
bintang 5,Sesuai Gambar. walaupun pengiriman nya agak lama sih. tapi puas banget menggunakan produk ini.
bintang 5,"packing aman dan unit berfungsi, semoga awet kedepannya"
bintang 5,"barang sesuai ekspektasi, kualitas suara oke di harganya, berfungsi normal, selller responsif, pengiriman cepat, semoga awet"
bintang 5,good
bintang 5,"untuk harga segini udah bagus banget, bass nya emang kurang si, tapi untuk santai santai ngisi kegabutan di kelas not bad lah. batrenya juga awet banget, terus untuk fitu..."
bintang 5,barang sesuai harga
bintang 5,diterima dengan baik...packaging rapih...baru dicoba kabel type c berfungsi dng baik...headset blm dicoba...
bintang 1,"antara headset kanan & kiri tidak mau connect. ketika pairing ke HP, hanya salah satu saja yg keluar suara nya. kanan saja ato kiri saja. sudah dicharge full. sudah d..."
bintang 4,Mayan not too impressed
bintang 5,"Barang Oke sudah dicoba, cuma sempet kesel sm kurir rekomendasi ID E**** nulis di status Nama Penerima Tidak Ada di alamat, menghubungi pun tidak, tiba2 dibilang tidak ad..."
bintang 5,"ternyata datang nya cepet, sat set no ribet."
bintang 5,keren pesanan sesuai keinginan
bintang 5,Paket sampai dengan baik
bintang 5,"barang sudah sampai dengan aman, barang berfungsi dengan baik, tka"
bintang 5,"lega karena packing aman, kualitas bagus barang berfungsi dengan baik,"
bintang 5,kualitas bagus tp ekspedisi luama
bintang 3,barang yg di kirim tidak sesuai pesanan
bintang 3,"paket telah sampai 👏👍 isi sesuai order dan descripsi...good 👏 packing rapat + aman... seller resposif...cepat ... hanya setelah di coba, lama penggunaannya kurang dari..."
bintang 5,barang sudah sampai oke mantap belum dicoba. seller amanah dan kurir good job
bintang 5,"brg sesuai, smua fitur berfungsi baik"
bintang 2,"pengiriman cepat,respon cepat..sayang barang tidak sesuai dengan yg di tawarkan ataupun gambar yg ada di tokopedia..untuk kualitas sesuai harga,jgn berharap banyak wajar..."
bintang 5,minus saat ngecharge magnet tdk terlalu nempel
bintang 4,Packing oke.....suara mantap.....thanks seller....thanks Tokopedia
bintang 5,overall oke
bintang 5,mantap barangnya min
bintang 5,Pengiriman cepat banget bintang kejora untuk packingnya. untuk budsnya ya untuk harga segini udah oke tapi ketahanan batrenya jelek banget jadi dikit2 perlu di charge. se...
bintang 5,"Kualitas produk sangat good, barang cepat sampai, sesuai ekspektasi, pokonya barang bagus"
bintang 5,"pembelian ke 2x, kali ini pengiriman nya lebih cepat hanya sehari langsung sampai👍👍"
bintang 5,mantap
bintang 5,👌
bintang 2,"yg satu rusak, cuma hidup 1"
bintang 5,"okelah, belum dicoba"
bintang 5,alhamdulillah normal gak kaya sebelumnya
bintang 1,"kualitas suaranya tidak bagus, kualitas plastiknya jelek dan tidak ditampilkan di iklan"
bintang 5,barang berfungsi
bintang 5,"sangat worth it dengan harga segitu,lumayan suaranya,packingnya juga sangat aman 🙏"
