rating,comment,sentiment,clean_comment
5,sesuai ekspektasi,positive,sesuai ekspektasi
5,aman ditempat,positive,aman tempat
5,senang sekali..bagus bgt.bisa power bank.blutut.suara jrrnih..banyak fungsinya..sy dari sby..barang aman trrkendali,positive,senang bagus bisa power bank blutut suara jrrnih fungsi dari sby barang aman kendali
5,"berfungsi dengan baik ,suaranya jernih ,bass lumayan ,packing aman pakai bubblewarp walau ga terlalu tebal ,lumayan buat harga segitu mah , thanks udah dikirim 👍",positive,fungsi baik suara jernih bass lumayan packing aman pakai bubblewarp tidak tebal lumayan harga segitu mah terima kasih udah kirim
5,value for the money! tapi tetep nggak nyangka untuk harga segitu decent quality banget,positive,value the uang tetep sangka harga segitu quality
5,good,positive,bagus
5,"barang sudah sesuai pesanan,terima kasih",positive,barang sesuai pesan terima kasih
5,cepet buanget sampenya kualitas ok berfungsi dgn baik suara jernih harga terjangkau sukses trus ya,positive,cepat banget sampai kualitas fungsi baik suara jernih harga jangkau sukses trus
5,mantap jiwa.. cepat sampenya,positive,mantap jiwa cepat sampai
5,"barang bagus, pengiriman cepat. saller top",positive,barang bagus kirim cepat jual baik
4,lumayan lah,positive,lumayan
5,"bagus barangnya sudah sampai, dan setelah saya coba awalnya ngiranya satunya rusak tidak ada suaranya, ternyata tinggal ngikutin kertas panduannya sudah selesai masalahny...",positive,bagus barang sampai telah coba ngiranya satu rusak ada suara tinggal ngikutin kertas pandu selesai
5,bagus bgt makasih,positive,bagus terima kasih
5,pengiriman cepat . manteps,positive,kirim cepat mantap
5,"barang nya berfungsi dengan baik tidak ada rusak, packing rapih untuk tws nya suaranya jernih di harga segitu, trs pas di kuping, jadi klo di pake buat dengerin lagu di j...",positive,barang fungsi baik ada rusak packing rapih tws suara jernih harga segitu pas telinga kalo pake dengerin lagu
4,"berfungsi dg baik,tp yg kirinya kecil suaranya kl dicas goyang2…yg dipesan f9-5.1 yg datang f9 aja…tdk sesuai",positive,fungsi baik kiri suara cas goyang pes yang datang aja sesuai
5,bagus,positive,bagus
5,"packing aman rapi, tws berfungsi dengan baik, terimakasih seller dan tokopedia",positive,packing aman rapi tws fungsi baik terima kasih jual tokopedia
1,"m90 sebelah error. gk bisa pairing, hidup mati hidup mati. error kakkkk!!!!",negative,belah salah gak hidup mati hidup mati salah kak
5,bagus,positive,bagus
5,lumayan,positive,lumayan
5,mantappppl,positive,mantappppl
5,berfungsi dengan baik sayang boros baterai but its okay,positive,fungsi baik sayang boros baterai but okay
5,"alhamdulillah pengiriman cepat, semua fitur berfungsi dengan baik, kualitas sesuai harga, puas dengan barangnya, semoga awet dan gak ada masalah, respon chat juga cepat d...",positive,alhamdulillah kirim cepat fitur fungsi baik kualitas sesuai harga puas barang moga awet tidak masalah respon chat cepat
5,"packing bagus, kualitas oke, tapi indikator charger cepet banget nguranginya",positive,packing bagus kualitas oke indikator charger cepat nguranginya
1,headset sebelah kiri tidak berfungsi/tidak ada suara,negative,headset belah kiri fungsi ada suara
5,sesuai dengan harga.. semua berfungsi dengan baik tp battery cepat habis,positive,sesuai harga fungsi baik battery cepat habis
5,sesuai pesanan recommended seller cepat sampai packing rapi,positive,sesuai pesan jual cepat packing rapi
5,berfungsi dgn baik. terima kasih,positive,fungsi baik terima kasih
4,paket di terima dengan kondisi bagus tapi untuk di pakai seharian membuat sakit di kuping dan baterai lumayan cepat berkurang kalo 2 headsetnya di taroh di tempatnya,positive,paket terima kondisi bagus untuk pakai hari sakit telinga baterai lumayan cepat kurang kalo headsetnya taruh tempat
5,bagus dan nyama di telinga,positive,bagus nyaman telinga
2,"headset rusak sebelah dan gak bisa di tukar, dan tidak sesuai gambar",negative,headset rusak belah tidak di tukar tidak sesuai gambar
5,mayan sih ini tws kere hore,positive,lumayan sih tws kere hore
4,ok sejauh ini bagus dan berfungsi dengan baik,positive,jauh bagus fungsi baik
5,"harga dan produk nya sesuai, untuk suara bagus dan lumayan untuk sehari2, mudah dibawa dan respon penjual jg cepat...",positive,harga produk sesuai suara bagus lumayan hari mudah bawa respon jual cepat
3,saat datang packaging luar terlihat bagus tetapi saat dibuka kotak dari produk ada penyok. kualitas barang emang tidak terlalu bagus tetapi melihat harganya hal tersebut...,neutral,datang emas lihat bagus saat buka kotak produk penyok kualitas barang tidak bagus lihat harga sebut
5,lumayan si harga sama kualitas nya,positive,lumayan si harga kualitas
5,oke tapi satu yang asatu panas,positive,oke satu satu panas
5,bagus semuanya trimakasih,positive,bagus terima kasih
5,packing aman.. rapi lengkap... thanks,positive,packing aman rapi lengkap terima kasih
5,kualitas bagus,positive,kualitas bagus
5,mantap sangat recomended suaranya ngebass toko nya sangat bisa di percaya pengiriman cepat packing rapih sangat senang beli di toko ini terimakasih sukses selalu,positive,mantap recomended suara ngebass toko percaya kirim cepat packing rapih sangat senang beli di toko terima kasih sukses
5,mantaap,positive,mantap
5,gausah ngarep lebih. buat punya²an oke banget,positive,usah harap buat an oke
5,"mantap, barang oke ga ada masalah semua nya.. pengiriman nya pun juga cepat... recommended seller...",positive,mantap barang oke ada semua kirim pun cepat jual
5,blm dcoba berfungsi apa engga.smg berfungsi.terimakasih mimin,positive,coba fungsi tidak moga fungsi terima kasih mimin
4,"barang ok bgt, pengiriman juga cepat, packing rapi,, poko ny ok lah bass ny mantep",positive,barang sangat kirim cepat packing rapi pokok ny bass ny mantap
3,"untuk kemasannya bagus pengirimannya cepat respon pelayanannya baik,akan tetapi kualitas barangnya ada sedikit kecacatan/kerusakan. bukannya saya ingin menjatuhkan ataupu...",neutral,kemas bagus kirim cepat respon layan akan kualitas barang sedikit cacat rusa saya jatuh
5,joss barang bagus sesuai,positive,mantap barang bagus sesuai
5,kepaake lah tws nya cukup buat 3 jam,positive,pakai tws cukup jam
5,wow,positive,wow
5,"seneng bgt dpt promo ga nyangka juga bakal dikirim sesuai pesanan untuk suara bagus disediain karet telinga cadangan,worth it bgt meski ga promo juga",positive,senang dapat promo sangka bakal kirim sesuai pesan suara bagus ain karet telinga cadang harga sangat tidak promo
5,"paking aman, penjual'y responsif barang sesuai diskripsi",positive,emas aman jual responsif barang sesuai deskripsi
5,good,positive,bagus
5,yang pasti fast respon dan cepat diterima,positive,pasti cepat respon cepat terima
5,sesuai lah... mudah2an awet,positive,sesuai mudah an awet
5,mantaps,positive,mantap
5,"cepet sampe,packingan rapih",positive,cepat kemas rapih
4,"sesuai harga , kurir gercep .",positive,sesuai harga kurir gercep
5,barangnya bagus sesuai dengan pesanan,positive,barang bagus sesuai pesan
5,ya sesuai lah dgn harga,positive,sesuai harga
5,"paketnya sdh keterima dgn baik ya,, barang aman. sy suka responnya cercep☺✌👍 barang2nya bagus dgn hrg bersahabat memuaskan. pengiriman sngt cepat. bang kurirnya sngt bai...",positive,paket terima baik barang aman suka responnya cepat barang bagus harga sahabat muas kirim sngt cepat bang kurir sngt
5,terima kasih paket diterima dengan baik sesuai pesanan.,positive,terima kasih paket terima baik sesuai pesan
5,"barang sampai tepat waktu, kemarin order hr ini sampai. suara soft dan nyaman. dock bisa di charge dan menyala. okay, smoga awer.",positive,barang tepat kemarin order ini suara nyaman dock di charge nyala okay moga awet
5,pengiriman cepat ...👍barang/item oke...👍,positive,kirim cepat barang hitam oke
5,"barang ok,pengiriman cepat",positive,barang kirim cepat
5,"gokil, harga murah tp kualitas ga murahan. awalnya hs bunyi kresek, pas matiin idupin lagi normal. pemakaian full 3jam kurleb nonstop",positive,gokil harga murah kualitas murah hs bunyi kresek pas matiin hidupin normal pakai full jam lebih
4,alat gak berfungsi.,positive,alat fungsi
5,"barang cepat sampainya, kualitas ok",positive,barang cepat sampai kualitas
5,barang oke! berfungsi dgn baik! seller proses barang cepat sekali! pesan kemaren besoknya udah sampe! keren! semoga barang awet..🙏,positive,barang oke fungsi baik jual proses barang cepat pesan kemarin besok udah keren moga barang awet
5,"barang sesuai kondisi baik & bagus, paket rapi serta aman, terima kasih",positive,barang sesuai kondisi bagus paket rapi aman terima kasih
5,"nyala 2-2 nya bagus cm saya salah kayanya mau yg sekalian powerbank malah bukan,pdhl diskripsinya sekalian powerbank",positive,nyala bagus saya salah kaya yang powerbank bukan pdhl deskripsi powerbank
5,bagus bagus aja semoga bagus bagus aja,positive,bagus bagus aja moga bagus bagus aja
3,"kualitas suara biasa aja, koneksi bluetooth tidak mencakup jarak yg jauh",neutral,kualitas suara aja koneksi bluetooth cakup jarak jauh
4,"baterainya saja yang kurang durasinya karena sangat cepat habis, selebihnya oke, san juga suara mantap terutama bagian bassnya terasa. pengirimannya juga cepat, langsung...",positive,baterai yang durasi sangat cepat habis lebih oke suara mantap bagi bassnya kirim cepat langsung
4,"kardus packaging penyok, barang bagus seusai dengan harga",positive,kardus emas penyok barang bagus sesuai harga
5,"packing aman, barang sesuai gambar dan harga",positive,packing aman barang sesuai gambar harga
5,sudah dicoba barang bagus batre awet,positive,coba barang bagus baterai awet
5,ok kak mantap cuma packing kurang baik tapi overall good aman kak bisa di cas dan nyala 2²nya gokil lah berfungsi dengan baik sip deh 👍🙏😇,positive,kak mantap packing baik seluruh bagus aman kak di cas nyala gokil fungsi baik sip deh
5,produk sesuai bass mantap next order lagi,positive,produk sesuai bass mantap next order
5,"semua fitur berfungsi baik, ketahanan batre sejauh ini lumayan untuk harga dikisaran segini..cuma seperti gores2 tipis dibagian smart display.",positive,fitur fungsi tahan baterai ini lumayan harga kisar gin seperti gores tipis bagi pintar display
5,seller ok barang ok kurir ok,positive,jual barang kurir
5,barang sudah di terima sangat bagus !! sesuai ekspektasi suara nya bagus👍👍,positive,barang di terima bagus sesuai ekspektasi suara bagus
2,tidak bisa dicharge,negative,bisa dicharge
5,barang sesuai deskripsi,positive,barang sesuai deskripsi
5,"barang datang dengan kondisi yang bagus, barang sesuai pesanan, barang berfungsi dengan baik, terimakasih",positive,barang kondisi bagus barang sesuai pesan barang fungsi dengan baik terima kasih
5,sukaaa banget sama barang dan packing nyaaa!! aman banget banget bangeettt,positive,suka sama barang packing aman sangat banget
4,kardus peok,positive,kardus peok
5,gambar dengan realita sangat bener puas beli di toko ini,positive,gambar realita benar puas beli toko
5,yg penting berfungsi,positive,penting fungsi
5,puas... barangnya bagus...,positive,puas barang bagus
5,bagus enak ditelinga pacar saya,positive,bagus enak telinga pacar
1,not recommended. yang bisa nyala cuman satu doang. yang satunya nge-charge tapi nggak bisa dipake.,negative,nyala cuman doang yang satu nge charge tidak dipake
5,sesuai harga........,positive,sesuai harga
4,lumayan..ada harga ada kwalitas,positive,lumayan harga kualitas
5,mantap lah barang e,positive,mantap barang
5,bagus bgtt sumpah,positive,bagus banget sumpah
1,buds kanan ga nyala. rusak. baru 2x pakai udah rusak aja. merugi beli disini 😭😭😭,negative,buds kanan nyala rusak pakai udah rusak aja rugi beli
5,packing aman barang berfungsi.,positive,packing aman barang fungsi
5,menemani sehari hari. batre kuat harga pass,positive,tani hari baterai kuat harga pas
5,barang sampai dengan aman dan cepat. emang mantap. recommended banget,positive,barang dengan aman cepat mantap
5,good job,positive,bagus job
5,suaranya ngebass. mantap,positive,suara ngebass mantap
5,walau agak slowres (mungkin lgi rame kali yg beli) tpi barang okay dan sesuai harga worth sih,positive,agak respon lambat lagi rame kali beli barang okay sesuai harga harga sih
5,alhamdulillah sudah tiba paketnya semoga berfungsi sebagai mana mestinya ya semoga awet terima kasih,positive,alhamdulillah tiba paket moga fungsi mana mesti moga awet terima kasih
1,"tidak bisa di cas bos, ganti kabel jg tidak bisa, barang rusak ini!!",negative,cas bos ganti kabel tidak bisa barang rusak
4,"barang berfungsi dengan baik ,semoga awet",positive,barang fungsi baik moga awet
5,"fast respon, fast delivery, good attitude. the best seller",positive,cepat respon cepat antar bagus attitude the best jual
5,alhamdulillah cepat sampai dan sesuai harga,positive,alhamdulillah cepat dan sesuai harga
5,"barang sampe dg selamat,berfungsi dg baik trims semoga awet",positive,barang selamat fungsi dengan baik terima kasih moga awet
3,ga nyala 1.jadinya sebelah doank yang bunyi,neutral,nyala belah doang bunyi
5,"pengirimannya cepatt,barangg bagusss",positive,kirim cepatt barangg bagus
5,"alhamdulillah berfungsi dengan baik, pengiriman cukup cepat, kurir ramah&baik.terimakasih seller, kurir& tokopedia",positive,alhamdulillah fungsi kirim cepat kurir ramah baik terima kasih jual kurir tokopedia
2,"gak sama di foto, rupanya ada keterangan versi s9",negative,sama foto ada terang versi
5,"mayan lah 36 rebu dapet teknologi beginian, bener2 tws rakyat jelata, mao komplain/ngeluh tentang kualitas audio nya ???? makanya kerjaaaaaaaaaaaa jing biar bisa beli jab...",positive,lumayan rabu teknologi benar tws rakyat jelata komplain ngeluh kualitas audio makanya kerjaaaaaaaaaaaa anjing biar beli
5,"rda"" ******** si, engsel buat buka casing rawan patah, soalnya ni plastik + sekali dibuka tatakan cas cas an nongol ke atas kek mau cpot, trus lampu sebelahny mati, c...",positive,rada si engsel buka bungkus rawan patah ini plastik buka tata cas cas an nongol atas kek cpot trus lampu belah mati
3,"kw ini sesuai harga tapi, kirain bener diskon, soalnya yang sebelumnya f9-5 saya yang ilang keliatan banget bedanya, mulai dari indikator charger ya tipis kalo yang asli...",neutral,palsu sesuai harga kirain diskon yang hilang liat beda dari indikator charger tipis kalo yang asli
5,barang kecil mudah dibawa no delay bagus lah👍,positive,barang mudah bawa delay bagus
5,"packing rapi & aman, barang semua berfungsi dengan baik, untuk suaranya jernih..semoga awet 😁",positive,packing rapi aman barang fungsi baik suara jernih moga awet
5,"packing rapih,, kualitas suara oke gak sumber.. seller responsif dan kurir cepat.. thx",positive,packing rapih kualitas suara oke sumber jual responsif kurir cepat terima kasih
5,"bagus, koneksi cepat, battery awet",positive,bagus koneksi cepat battery awet
1,barang rusak di kirim,negative,barang rusak kirim
5,"barang sudah sampe sesuai pesanan, dicoba suaranya joos makasih gan",positive,barang sampai sesuai pesan coba suara mantap terima kasih juragan
